datetime,request
01/Jan/2013:13:36:09 -0500,GET / HTTP/1.1
01/Jan/2013:13:36:48 -0500,GET / HTTP/1.1
01/Jan/2013:13:43:15 -0500,GET /wetland-pdfs/MVN-2012-1139-EBB/2012-05-26/1139%20PN.pdf HTTP/1.1
01/Jan/2013:13:45:15 -0500,GET /hover.pdf HTTP/1.1
01/Jan/2013:13:54:19 -0500,GET /.git/objects/eb/9925f1949b8ac7326cda86d8bf9820e8bf4fe9 HTTP/1.1
01/Jan/2013:14:08:25 -0500,GET /.git/objects/e6/?C=D;O=D HTTP/1.1
01/Jan/2013:14:11:14 -0500,GET /wetland-pdfs/MVN%202011-1613%20CO/ HTTP/1.1
01/Jan/2013:14:18:08 -0500,GET / HTTP/1.1
01/Jan/2013:14:19:33 -0500,GET / HTTP/1.1
01/Jan/2013:14:22:13 -0500,GET /.git/objects/d9/6b04c6292ffefe6db23dbb16499d34dc635379 HTTP/1.1
01/Jan/2013:14:30:59 -0500,GET /jquery.min.js HTTP/1.1
01/Jan/2013:14:34:51 -0500,GET / HTTP/1.1
01/Jan/2013:14:35:25 -0500,GET /.git/objects/c9/978ecfa45bd83a9c49db02a75da3e7b0ad460b HTTP/1.1
01/Jan/2013:14:35:30 -0500,GET / HTTP/1.1
01/Jan/2013:14:38:07 -0500,GET /words-that-work-in-ls.txt HTTP/1.1
01/Jan/2013:14:38:09 -0500,GET /favicon.ico HTTP/1.1
01/Jan/2013:14:39:26 -0500,GET /wetland-pdfs/MVN-2011-01928-WPP/2012-05-23/ HTTP/1.1
01/Jan/2013:14:42:58 -0500,GET /.git/objects/c1/eec245f70931457c4d6bffd640b8e5c5cefa1f HTTP/1.1
01/Jan/2013:14:47:21 -0500,GET /?C=M;O=A HTTP/1.1
01/Jan/2013:14:58:58 -0500,GET /.git/objects/be/?C=M;O=D HTTP/1.1
01/Jan/2013:15:05:23 -0500,GET /robots.txt HTTP/1.1
01/Jan/2013:15:05:23 -0500,GET /sitebuilder/images/digital_art.html-1.png HTTP/1.1
01/Jan/2013:15:07:04 -0500,GET /hover.pdf HTTP/1.1
01/Jan/2013:15:07:26 -0500,GET /wetlands.csv.txt HTTP/1.1
01/Jan/2013:15:12:43 -0500,GET /Tadpoles.html HTTP/1.1
01/Jan/2013:15:19:25 -0500,GET /backbone.queryparams.js HTTP/1.1
01/Jan/2013:15:28:35 -0500,GET /.git/objects/bb/?C=M;O=A HTTP/1.1
01/Jan/2013:15:34:15 -0500,GET / HTTP/1.1
01/Jan/2013:15:34:18 -0500,GET / HTTP/1.1
01/Jan/2013:15:37:05 -0500,GET /ignite/ HTTP/1.1
01/Jan/2013:15:42:06 -0500,GET /.git/objects/b9/c45c2d782f62295f284fc5c1955cd7aedafe19 HTTP/1.1
01/Jan/2013:15:47:26 -0500,GET /ignite/themes/transition/horizontal-slide.css HTTP/1.1
01/Jan/2013:15:47:27 -0500,GET /ignite/modernizr.custom.js HTTP/1.1
01/Jan/2013:15:47:28 -0500,GET /ignite/jquery-1.7.2.min.js HTTP/1.1
01/Jan/2013:15:47:28 -0500,GET /ignite/extensions/status/deck.status.js HTTP/1.1
01/Jan/2013:15:47:28 -0500,GET /ignite/core/deck.core.css HTTP/1.1
01/Jan/2013:15:47:29 -0500,GET /ignite/extensions/status/deck.status.css HTTP/1.1
01/Jan/2013:15:47:29 -0500,GET /ignite/themes/style/swiss.css HTTP/1.1
01/Jan/2013:15:47:30 -0500,GET /ignite/core/deck.core.js HTTP/1.1
01/Jan/2013:15:47:30 -0500,GET /ignite/extensions/menu/deck.menu.js HTTP/1.1
01/Jan/2013:15:47:31 -0500,GET /ignite/extensions/hash/deck.hash.css HTTP/1.1
01/Jan/2013:15:47:31 -0500,GET /ignite/extensions/scale/deck.scale.js HTTP/1.1
01/Jan/2013:15:47:32 -0500,GET /ignite/extensions/menu/deck.menu.css HTTP/1.1
01/Jan/2013:15:47:32 -0500,GET /ignite/extensions/goto/deck.goto.css HTTP/1.1
01/Jan/2013:15:47:33 -0500,GET /ignite/extensions/goto/deck.goto.js HTTP/1.1
01/Jan/2013:15:47:33 -0500,GET /ignite/extensions/hash/deck.hash.js HTTP/1.1
01/Jan/2013:15:47:33 -0500,GET /ignite/extensions/navigation/deck.navigation.js HTTP/1.1
01/Jan/2013:15:47:34 -0500,GET /ignite/extensions/scale/deck.scale.css HTTP/1.1
01/Jan/2013:15:47:34 -0500,GET /ignite/extensions/navigation/deck.navigation.css HTTP/1.1
01/Jan/2013:15:57:50 -0500,GET /.git/objects/b5/5208f0a67688447aaa979df8208af9edb106c5 HTTP/1.1
01/Jan/2013:16:11:41 -0500,GET /.git/objects/b3/?C=D;O=D HTTP/1.1
01/Jan/2013:16:18:15 -0500,GET / HTTP/1.1
01/Jan/2013:16:19:40 -0500,GET / HTTP/1.1
01/Jan/2013:16:24:15 -0500,GET /.git/objects/98/?C=M;O=A HTTP/1.1
01/Jan/2013:16:39:04 -0500,GET /.git/objects/b1/?C=D;O=A HTTP/1.1
01/Jan/2013:16:45:05 -0500,GET /.git/objects/10/?C=D;O=A HTTP/1.1
01/Jan/2013:16:55:16 -0500,GET /robots.txt HTTP/1.1
01/Jan/2013:16:55:16 -0500,GET /robots.txt HTTP/1.1
01/Jan/2013:16:59:33 -0500,GET /.git/objects/b0/?C=N;O=A HTTP/1.1
01/Jan/2013:17:15:42 -0500,GET /.git/objects/ae/?C=S;O=A HTTP/1.1
01/Jan/2013:17:28:12 -0500,GET /.git/objects/a5/3de44f718d4717192c9a4cdd1f58b942169494 HTTP/1.1
01/Jan/2013:17:43:05 -0500,GET /.git/objects/a3/4bff4077711e8caf7b74ee917e01aa2f9d2181 HTTP/1.1
01/Jan/2013:17:56:14 -0500,GET /.git/objects/a1/?C=N;O=A HTTP/1.1
01/Jan/2013:18:11:53 -0500,GET /.git/objects/db/?C=D;O=A HTTP/1.1
01/Jan/2013:18:18:04 -0500,GET / HTTP/1.1
01/Jan/2013:18:19:31 -0500,GET / HTTP/1.1
01/Jan/2013:18:25:13 -0500,GET /.git/objects/91/d85fa692a76b34bb1620c04ea899054c381456 HTTP/1.1
01/Jan/2013:18:41:47 -0500,GET /.git/objects/91/1885437db607da687b34c6a5f3020a3e5aa99f HTTP/1.1
01/Jan/2013:18:43:35 -0500,GET /?C=D;O=A HTTP/1.1
01/Jan/2013:18:47:01 -0500,GET /.git/objects/8f/?C=S;O=A HTTP/1.1
01/Jan/2013:18:55:17 -0500,GET /backbone-min.js HTTP/1.1
01/Jan/2013:19:01:35 -0500,GET /.git/objects/8f/?C=M;O=D HTTP/1.1
01/Jan/2013:19:15:36 -0500,GET /esniper-2.27.0-0.src.tar.gz HTTP/1.1
01/Jan/2013:19:18:22 -0500,GET /.git/objects/88/?C=D;O=D HTTP/1.1
01/Jan/2013:19:22:40 -0500,GET /robots.txt HTTP/1.1
01/Jan/2013:19:25:23 -0500,GET / HTTP/1.1
01/Jan/2013:19:26:26 -0500,GET / HTTP/1.1
01/Jan/2013:19:29:43 -0500,GET /.git/objects/86/?C=S;O=A HTTP/1.1
01/Jan/2013:19:33:26 -0500,GET /sitebuilder/images/index.html-8.png HTTP/1.1
01/Jan/2013:19:33:27 -0500,GET /sitebuilder/images/index.html-9.png HTTP/1.1
01/Jan/2013:19:33:34 -0500,GET /sitebuilder/images/raku_planter_copper_abstract-340x357.jpg HTTP/1.1
01/Jan/2013:19:35:20 -0500,GET /images/Adi_Cohen.jpg HTTP/1.1
01/Jan/2013:19:47:46 -0500,GET /.git/objects/ac/?C=M;O=A HTTP/1.1
01/Jan/2013:19:59:46 -0500,GET /.git/objects/86/77aa262789c3dc3d8c9691de07121a70b57cee HTTP/1.1
01/Jan/2013:20:13:24 -0500,GET /.git/objects/66/?C=M;O=A HTTP/1.1
01/Jan/2013:20:18:00 -0500,GET / HTTP/1.1
01/Jan/2013:20:19:25 -0500,GET / HTTP/1.1
01/Jan/2013:20:29:58 -0500,GET /.git/objects/69/?C=N;O=A HTTP/1.1
01/Jan/2013:20:44:04 -0500,GET /.git/objects/60/?C=M;O=D HTTP/1.1
01/Jan/2013:20:50:40 -0500,GET /.git/objects/4f/59f7eab112e3b6ba811228a3d69ecc29115976 HTTP/1.1
01/Jan/2013:21:03:45 -0500,GET /.git/objects/96/?C=D;O=D HTTP/1.1
01/Jan/2013:21:13:59 -0500,GET /robots.txt HTTP/1.1
01/Jan/2013:21:13:59 -0500,GET /wetlands/wetland-pdfs/MVN%201997-4474%20CO/ HTTP/1.1
01/Jan/2013:21:17:51 -0500,GET /.git/objects/48/571d2d218e59c89770572f5e623ea1477dff4c HTTP/1.1
01/Jan/2013:21:30:29 -0500,GET /words-that-work-in-ls.txt HTTP/1.1
01/Jan/2013:21:32:19 -0500,GET /.git/objects/3e/f3afda0bd75af7a52c1cf69e22126d8b5e7609 HTTP/1.1
01/Jan/2013:21:33:32 -0500,GET /words-that-work-in-ls.txt HTTP/1.0
01/Jan/2013:21:40:23 -0500,GET /robots.txt HTTP/1.1
01/Jan/2013:21:40:23 -0500,GET /sitebuilder/images/CloseupGraffiti1_copy-634x887.jpg HTTP/1.1
01/Jan/2013:21:47:30 -0500,GET /.git/objects/3b/41c4975d9b382b47d16a24d0c9b191c60e1ac3 HTTP/1.1
01/Jan/2013:22:01:42 -0500,GET /.git/objects/33/f0d64e81e39b2e6812377a6114e67eafad9f3f HTTP/1.1
01/Jan/2013:22:17:58 -0500,GET /.git/objects/21/?C=M;O=D HTTP/1.1
01/Jan/2013:22:17:58 -0500,GET / HTTP/1.1
01/Jan/2013:22:19:22 -0500,GET / HTTP/1.1
01/Jan/2013:22:30:46 -0500,GET /.git/objects/16/?C=N;O=A HTTP/1.1
01/Jan/2013:22:40:42 -0500,GET /jquery.min.js HTTP/1.1
01/Jan/2013:22:46:33 -0500,GET /.git/objects/4b/ HTTP/1.1
01/Jan/2013:22:51:08 -0500,GET /.git/objects/15/110bdc626a960cf3251a8c46b76ca7858bff47 HTTP/1.1
01/Jan/2013:23:07:57 -0500,GET /.git/objects/09/?C=S;O=D HTTP/1.1
01/Jan/2013:23:18:07 -0500,GET /risley_toilets.pdf HTTP/1.1
01/Jan/2013:23:20:58 -0500,GET /.git/objects/01/839191d048cd2b24a4a9860d0779c22154ebcf HTTP/1.1
01/Jan/2013:23:37:00 -0500,GET /.git/hooks/?C=S;O=A HTTP/1.1
01/Jan/2013:23:48:48 -0500,GET /.git/?C=N;O=A HTTP/1.1
01/Jan/2013:23:51:19 -0500,GET /robots.txt HTTP/1.1
02/Jan/2013:00:05:07 -0500,GET /.git/objects/14/?C=S;O=A HTTP/1.1
02/Jan/2013:00:17:57 -0500,GET / HTTP/1.1
02/Jan/2013:00:19:19 -0500,GET / HTTP/1.1
02/Jan/2013:00:19:35 -0500,GET /.git/?C=D;O=D HTTP/1.1
02/Jan/2013:00:31:04 -0500,GET /.git/objects/38/?C=S;O=A HTTP/1.1
02/Jan/2013:01:02:31 -0500,GET /digital_art.html HTTP/1.1
02/Jan/2013:01:06:01 -0500,GET /.git/objects/fd/?C=D;O=D HTTP/1.1
02/Jan/2013:01:09:31 -0500,GET /.git/objects/df/d33829e65d4e7b8999b8b9798d34f4a5324f66 HTTP/1.1
02/Jan/2013:01:26:33 -0500,GET /.git/objects/dd/?C=M;O=D HTTP/1.1
02/Jan/2013:01:33:23 -0500,GET / HTTP/1.1
02/Jan/2013:01:33:24 -0500,GET /sitebuilder/images/index.html-7.png HTTP/1.1
02/Jan/2013:01:33:24 -0500,GET /sitebuilder/images/index.html-6.png HTTP/1.1
02/Jan/2013:01:33:24 -0500,GET /sitebuilder/images/index.html-5.png HTTP/1.1
02/Jan/2013:01:33:24 -0500,GET /sitebuilder/images/index.html-4.png HTTP/1.1
02/Jan/2013:01:33:24 -0500,GET /sitebuilder/images/index.html-2.png HTTP/1.1
02/Jan/2013:01:33:24 -0500,GET /sitebuilder/images/index.html-0.png HTTP/1.1
02/Jan/2013:01:33:24 -0500,GET /sitebuilder/images/index.html-1.png HTTP/1.1
02/Jan/2013:01:33:24 -0500,GET /sitebuilder/images/index.html-8.png HTTP/1.1
02/Jan/2013:01:33:24 -0500,GET /sitebuilder/images/index.html-9.png HTTP/1.1
02/Jan/2013:01:33:24 -0500,GET /sitebuilder/images/digital_art_111219_copy_web-635x498.jpg HTTP/1.1
02/Jan/2013:01:33:25 -0500,GET /favicon.ico HTTP/1.1
02/Jan/2013:01:33:43 -0500,OPTIONS * HTTP/1.0
02/Jan/2013:01:39:14 -0500,GET /.git/objects/dd/5060b0fec735a391e5828c66bcd6d5acada011 HTTP/1.1
02/Jan/2013:01:45:34 -0500,GET / HTTP/1.1
02/Jan/2013:01:47:59 -0500,GET /robots.txt HTTP/1.1
02/Jan/2013:01:47:59 -0500,GET /images/CloseupGraffiti1_copy.jpg HTTP/1.1
02/Jan/2013:02:02:20 -0500,GET /.git/objects/d9/?C=S;O=A HTTP/1.1
02/Jan/2013:02:17:13 -0500,GET /.git/objects/ce/?C=S;O=D HTTP/1.1
02/Jan/2013:02:18:01 -0500,GET / HTTP/1.1
02/Jan/2013:02:19:25 -0500,GET / HTTP/1.1
02/Jan/2013:02:25:06 -0500,GET /.git/objects/c5/?C=D;O=D HTTP/1.1
02/Jan/2013:02:39:00 -0500,GET /.git/objects/be/b3b3841e5fe5f9051981487ecb81f999c59797 HTTP/1.1
02/Jan/2013:02:53:52 -0500,GET /.git/objects/be/232672006bf5267df71e5cea269251d9c4bfd4 HTTP/1.1
02/Jan/2013:02:58:40 -0500,GET /.git/objects/bd/6c23b6cc8b4b1e9559cfa928ff56d912e8f5f9 HTTP/1.1
02/Jan/2013:03:07:49 -0500,GET /robots.txt HTTP/1.1
02/Jan/2013:03:07:51 -0500,GET /pottery_planter_starman.html HTTP/1.1
02/Jan/2013:03:07:53 -0500,GET /Self_Reflection_Exhibit.html HTTP/1.1
02/Jan/2013:03:15:14 -0500,GET /Pottery1.html HTTP/1.1
02/Jan/2013:03:28:42 -0500,GET /.git/objects/bb/?C=N;O=D HTTP/1.1
02/Jan/2013:03:36:10 -0500,GET / HTTP/1.1
02/Jan/2013:03:43:48 -0500,GET /.git/objects/68/?C=D;O=D HTTP/1.1
02/Jan/2013:03:49:08 -0500,GET /.git/objects/b6/4c66d001ee022e41138b888178628e354bb521 HTTP/1.1
02/Jan/2013:04:03:11 -0500,GET /.git/objects/ae/?C=M;O=A HTTP/1.1
02/Jan/2013:04:06:22 -0500,GET /robots.txt HTTP/1.1
02/Jan/2013:04:18:26 -0500,GET / HTTP/1.1
02/Jan/2013:04:19:00 -0500,GET /.git/objects/ac/6c82ecd2f5a41e92a148b97de39d1d94a6cf3a HTTP/1.1
02/Jan/2013:04:19:51 -0500,GET / HTTP/1.1
02/Jan/2013:04:25:51 -0500,GET /Predator_prey.html HTTP/1.1
02/Jan/2013:04:39:46 -0500,GET /.git/objects/aa/?C=S;O=D HTTP/1.1
02/Jan/2013:04:47:20 -0500,GET /backbone-min.js HTTP/1.1
02/Jan/2013:04:50:31 -0500,GET / HTTP/1.1
02/Jan/2013:04:50:31 -0500,GET /icons/blank.gif HTTP/1.1
02/Jan/2013:04:50:31 -0500,GET /icons/layout.gif HTTP/1.1
02/Jan/2013:04:50:31 -0500,GET /icons/folder.gif HTTP/1.1
02/Jan/2013:04:50:31 -0500,GET /icons/unknown.gif HTTP/1.1
02/Jan/2013:04:50:31 -0500,GET /icons/image2.gif HTTP/1.1
02/Jan/2013:04:50:31 -0500,GET /icons/text.gif HTTP/1.1
02/Jan/2013:04:50:32 -0500,GET /icons/compressed.gif HTTP/1.1
02/Jan/2013:04:50:32 -0500,GET /favicon.ico HTTP/1.1
02/Jan/2013:04:50:32 -0500,GET /favicon.ico HTTP/1.1
02/Jan/2013:04:50:48 -0500,OPTIONS * HTTP/1.0
02/Jan/2013:04:54:06 -0500,GET /.git/objects/a0/0101f83d8a0d0a940499c29509c7c6fcaddfff HTTP/1.1
02/Jan/2013:04:56:17 -0500,GET /robots.txt HTTP/1.1
02/Jan/2013:04:58:00 -0500,GET /Abandoned_exploration_photos.html HTTP/1.1
02/Jan/2013:05:03:00 -0500,GET /.git/objects/8b/?C=M;O=A HTTP/1.1
02/Jan/2013:05:14:10 -0500,GET /.git/objects/82/?C=S;O=A HTTP/1.1
02/Jan/2013:05:26:54 -0500,GET /favicon.ico HTTP/1.1
02/Jan/2013:05:27:00 -0500,GET /favicon.ico HTTP/1.1
02/Jan/2013:05:28:22 -0500,GET /.git/objects/7f/3713245ade8262ac98db90c11c8e4bbce0d174 HTTP/1.1
02/Jan/2013:05:38:50 -0500,GET /.git/objects/6f/?C=D;O=D HTTP/1.1
02/Jan/2013:05:48:50 -0500,POST /wp-login.php HTTP/1.0
02/Jan/2013:05:48:50 -0500,POST /wp-login.php HTTP/1.0
02/Jan/2013:05:52:19 -0500,GET /.git/objects/d5/?C=S;O=A HTTP/1.1
02/Jan/2013:06:04:43 -0500,GET /.git/objects/6d/?C=N;O=A HTTP/1.1
02/Jan/2013:06:17:47 -0500,GET / HTTP/1.1
02/Jan/2013:06:19:10 -0500,GET / HTTP/1.1
02/Jan/2013:06:19:53 -0500,GET /.git/objects/67/?C=D;O=D HTTP/1.1
02/Jan/2013:06:26:16 -0500,GET /.git/objects/49/?C=S;O=A HTTP/1.1
02/Jan/2013:06:40:11 -0500,GET /.git/objects/52/?C=M;O=A HTTP/1.1
02/Jan/2013:06:57:25 -0500,GET /.git/objects/46/?C=N;O=A HTTP/1.1
02/Jan/2013:07:01:27 -0500,GET /.git/objects/ HTTP/1.1
02/Jan/2013:07:15:13 -0500,GET /2012-09-29T17:32:34-0400.png HTTP/1.1
02/Jan/2013:07:17:26 -0500,GET /.git/objects/44/d32541a5500b9e29e2e0ebddb124e1161b5c2e HTTP/1.1
02/Jan/2013:07:31:40 -0500,GET /.git/objects/3e/fe4c0ccfb0e8a955172a913c0de6080aa8d457 HTTP/1.1
02/Jan/2013:07:39:08 -0500,GET /.git/objects/3d/97fd7a804fef674508d07f0cd143bdc18f7670 HTTP/1.1
02/Jan/2013:07:45:11 -0500,GET /?C=S;O=A HTTP/1.1
02/Jan/2013:07:49:49 -0500,GET /parish.pdf HTTP/1.1
02/Jan/2013:07:52:38 -0500,GET /.git/objects/3b/46e3ed686291c18c6838f6cc4dfbcc2196c3af HTTP/1.1
02/Jan/2013:08:07:32 -0500,GET /.git/objects/39/50b44d51c3c50ad71bb1baa3cbc2c3373b2fc7 HTTP/1.1
02/Jan/2013:08:17:57 -0500,GET / HTTP/1.1
02/Jan/2013:08:19:24 -0500,GET / HTTP/1.1
02/Jan/2013:08:23:53 -0500,GET /.git/objects/2f/511edae199caf3e97c525b25ef8d809e64353f HTTP/1.1
02/Jan/2013:08:30:48 -0500,GET /.git/objects/5b/?C=N;O=D HTTP/1.1
02/Jan/2013:08:45:10 -0500,GET /.git/objects/26/?C=S;O=D HTTP/1.1
02/Jan/2013:08:58:16 -0500,GET /.git/objects/26/?C=D;O=D HTTP/1.1
02/Jan/2013:09:05:13 -0500,GET /.git/objects/26/87ed06160081c1ddb0a0bcf9bc1ac1924cfbc4 HTTP/1.1
02/Jan/2013:09:18:21 -0500,GET /IMG_7397.JPG HTTP/1.1
02/Jan/2013:09:18:21 -0500,GET /favicon.ico HTTP/1.1
02/Jan/2013:09:18:25 -0500,GET / HTTP/1.1
02/Jan/2013:09:18:25 -0500,GET /icons/blank.gif HTTP/1.1
02/Jan/2013:09:18:25 -0500,GET /icons/unknown.gif HTTP/1.1
02/Jan/2013:09:18:25 -0500,GET /icons/image2.gif HTTP/1.1
02/Jan/2013:09:18:25 -0500,GET /icons/layout.gif HTTP/1.1
02/Jan/2013:09:18:25 -0500,GET /icons/text.gif HTTP/1.1
02/Jan/2013:09:18:25 -0500,GET /icons/compressed.gif HTTP/1.1
02/Jan/2013:09:18:25 -0500,GET /icons/folder.gif HTTP/1.1
02/Jan/2013:09:18:25 -0500,GET /favicon.ico HTTP/1.1
02/Jan/2013:09:18:42 -0500,OPTIONS * HTTP/1.0
02/Jan/2013:09:20:36 -0500,GET /.git/objects/24/19c59c434b090b3d48ae6df26ac11753418a05 HTTP/1.1
02/Jan/2013:09:35:01 -0500,GET /robots.txt HTTP/1.1
02/Jan/2013:09:35:01 -0500,GET /wetlands/wetland-pdfs/MVN%202004-02328%20CM/ HTTP/1.1
02/Jan/2013:09:35:04 -0500,GET /.git/objects/1f/eae9e84aa47d7e04f36abb0c3ccde46486df0e HTTP/1.1
02/Jan/2013:09:39:48 -0500,GET /.git/objects/29/?C=N;O=A HTTP/1.1
02/Jan/2013:09:56:57 -0500,GET /.git/objects/55/?C=M;O=A HTTP/1.1
02/Jan/2013:10:10:16 -0500,GET /.git/objects/1e/?C=D;O=D HTTP/1.1
02/Jan/2013:10:17:37 -0500,GET / HTTP/1.1
02/Jan/2013:10:18:07 -0500,GET /.git/objects/1c/dbe2eeacebecd74f66ccc16cfb825a439d0f38 HTTP/1.1
02/Jan/2013:10:19:00 -0500,GET / HTTP/1.1
02/Jan/2013:10:30:43 -0500,GET /jquery.min.js HTTP/1.1
02/Jan/2013:10:32:47 -0500,GET /.git/objects/1c/2d45ac955e400671ce20a10db83d1c181b16a9 HTTP/1.1
02/Jan/2013:10:44:56 -0500,GET /wetlands/?C=D;O=D HTTP/1.1
02/Jan/2013:10:46:09 -0500,GET /.git/objects/1c/040150a0ea496403a756c9af10475ee50cdad1 HTTP/1.1
02/Jan/2013:10:58:34 -0500,GET /.git/objects/1a/4bb5d86204f52d053c32132fffe2056c450c4c HTTP/1.1
02/Jan/2013:11:05:27 -0500,GET /.git/objects/48/?C=M;O=A HTTP/1.1
02/Jan/2013:11:19:11 -0500,GET /backbone.queryparams.js HTTP/1.1
02/Jan/2013:11:22:06 -0500,GET /.git/objects/12/a3fa6259088d4eced51d0ff693a7bf86801a20 HTTP/1.1
02/Jan/2013:11:36:05 -0500,GET /.git/objects/11/?C=D;O=A HTTP/1.1
02/Jan/2013:11:37:47 -0500,GET //agent/project_auth_entries.txt HTTP/1.1
02/Jan/2013:11:37:48 -0500,GET //admin/project_auth_entries.txt HTTP/1.1
02/Jan/2013:11:37:48 -0500,GET //admin/vicidial_auth_entries.txt HTTP/1.1
02/Jan/2013:11:37:48 -0500,GET //goautodial-agent/vicidial_auth_entries.txt HTTP/1.1
02/Jan/2013:11:37:48 -0500,GET //vicidial_auth_entries.txt HTTP/1.1
02/Jan/2013:11:37:49 -0500,GET //project_auth_entries.txt HTTP/1.1
02/Jan/2013:11:37:49 -0500,GET //vicidial/project_auth_entries.txt HTTP/1.1
02/Jan/2013:11:37:49 -0500,GET //vicidial/vicidial_auth_entries.txt HTTP/1.1
02/Jan/2013:11:37:49 -0500,GET //vicidial_auth_entries.txt HTTP/1.1
02/Jan/2013:11:37:50 -0500,GET / HTTP/1.1
02/Jan/2013:11:37:50 -0500,OPTIONS * HTTP/1.0
02/Jan/2013:11:40:58 -0500,GET /threshold.png HTTP/1.1
02/Jan/2013:11:42:32 -0500,GET /.git/objects/03/1ea30d3c88d18c51a70275e68b1412af9bca2d HTTP/1.1
02/Jan/2013:11:58:51 -0500,GET /.git/hooks/update.sample HTTP/1.1
02/Jan/2013:12:11:37 -0500,GET /.git/hooks/prepare-commit-msg.sample HTTP/1.1
02/Jan/2013:12:18:03 -0500,GET / HTTP/1.1
02/Jan/2013:12:18:58 -0500,GET /.git/objects/38/ HTTP/1.1
02/Jan/2013:12:19:28 -0500,GET / HTTP/1.1
02/Jan/2013:12:32:17 -0500,GET /.git/hooks/?C=M;O=A HTTP/1.1
02/Jan/2013:12:39:50 -0500,GET /robots.txt HTTP/1.1
02/Jan/2013:12:41:20 -0500,GET /words-that-work-in-ls.txt HTTP/1.1
02/Jan/2013:12:45:49 -0500,GET /.git/objects/25/?C=N;O=A HTTP/1.1
02/Jan/2013:12:49:20 -0500,GET / HTTP/1.1
02/Jan/2013:12:50:18 -0500,GET /robots.txt HTTP/1.1
02/Jan/2013:12:50:19 -0500,GET / HTTP/1.1
02/Jan/2013:12:50:20 -0500,GET / HTTP/1.1
02/Jan/2013:12:52:51 -0500,GET /.git/objects/be/?C=M;O=D HTTP/1.1
02/Jan/2013:12:53:02 -0500,GET /wetlands/wetland-pdfs/MVN%202012-0123-EPP/2012-05-23/RAMS%20DR.pdf HTTP/1.1
02/Jan/2013:12:56:35 -0500,GET /.git/objects/6a/3026158132aeec8fad61e12e8c5f1399675558 HTTP/1.1
02/Jan/2013:13:07:47 -0500,GET /.git/objects/66/?C=M;O=A HTTP/1.1
02/Jan/2013:13:25:33 -0500,GET /.git/objects/5f/82fa45ba34a0cec1d81825e1677a18ef857595 HTTP/1.1
02/Jan/2013:13:44:04 -0500,GET /.git/objects/55/46a07873574121e901fe8491db140aab26901a HTTP/1.1
02/Jan/2013:13:58:14 -0500,GET /dwb/GuideStar/Philanthropedia_Data_Dive.xlsx HTTP/1.1
02/Jan/2013:13:59:36 -0500,GET /.git/objects/c1/eec245f70931457c4d6bffd640b8e5c5cefa1f HTTP/1.1
02/Jan/2013:14:08:48 -0500,GET /.git/objects/c7/2d5df282eb0cd07ebf9b89291f3d32814e90c0 HTTP/1.1
02/Jan/2013:14:18:08 -0500,GET / HTTP/1.1
02/Jan/2013:14:19:31 -0500,GET / HTTP/1.1
02/Jan/2013:14:20:42 -0500,GET /.git/objects/c8/562ada65507247b232e86a4637b7120299298d HTTP/1.1
02/Jan/2013:14:33:10 -0500,GET / HTTP/1.1
02/Jan/2013:14:37:36 -0500,GET /.git/objects/c9/978ecfa45bd83a9c49db02a75da3e7b0ad460b HTTP/1.1
02/Jan/2013:14:40:16 -0500,GET /robots.txt HTTP/1.1
02/Jan/2013:14:40:16 -0500,GET /robots.txt HTTP/1.1
02/Jan/2013:14:42:51 -0500,GET /.git/objects/4f/59f7eab112e3b6ba811228a3d69ecc29115976 HTTP/1.1
02/Jan/2013:14:55:04 -0500,GET /backbone-min.js HTTP/1.1
02/Jan/2013:14:59:32 -0500,GET /Tadpoles.html HTTP/1.1
02/Jan/2013:15:09:34 -0500,GET /words-that-work-in-ls.txt HTTP/1.1
02/Jan/2013:15:11:40 -0500,GET /.git/objects/d9/6b04c6292ffefe6db23dbb16499d34dc635379 HTTP/1.1
02/Jan/2013:15:11:53 -0500,GET /wrestling.jpg HTTP/1.1
02/Jan/2013:15:11:54 -0500,GET /favicon.ico HTTP/1.1
02/Jan/2013:15:12:27 -0500,GET / HTTP/1.1
02/Jan/2013:15:12:27 -0500,GET /icons/blank.gif HTTP/1.1
02/Jan/2013:15:12:27 -0500,GET /icons/unknown.gif HTTP/1.1
02/Jan/2013:15:12:27 -0500,GET /icons/image2.gif HTTP/1.1
02/Jan/2013:15:12:27 -0500,GET /icons/layout.gif HTTP/1.1
02/Jan/2013:15:12:27 -0500,GET /icons/folder.gif HTTP/1.1
02/Jan/2013:15:12:27 -0500,GET /icons/text.gif HTTP/1.1
02/Jan/2013:15:12:27 -0500,GET /icons/compressed.gif HTTP/1.1
02/Jan/2013:15:12:28 -0500,GET /favicon.ico HTTP/1.1
02/Jan/2013:15:12:37 -0500,GET /shell-4.png HTTP/1.1
02/Jan/2013:15:12:37 -0500,GET /favicon.ico HTTP/1.1
02/Jan/2013:15:12:42 -0500,GET /favicon.ico HTTP/1.1
02/Jan/2013:15:12:57 -0500,GET /wrestling.jpg HTTP/1.1
02/Jan/2013:15:12:59 -0500,GET /wrestling.jpg HTTP/1.1
02/Jan/2013:15:12:59 -0500,GET /wrestling.jpg HTTP/1.1
02/Jan/2013:15:13:10 -0500,OPTIONS * HTTP/1.0
02/Jan/2013:15:13:14 -0500,GET /wrestling.jpg HTTP/1.1
